,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
Poln,6.464175278,6.374952672,6.169561137,5.775520713,6.043617135,5.88521682,4.956606812,5.111160501,5.023258996,4.580954687,4.131304101,4.317630494
Cfap99,6.823249576,6.722904986,6.83443488,6.164418352,5.841735412,6.000724906,4.722302737,4.742157282,4.555048834,4.441400032,4.476381015,4.326380589
Htra3,8.608908768,8.512313956,8.689751396,10.11926836,10.1272386,10.23305025,9.232145358,9.251523557,9.314973774,10.76020608,10.84818201,10.85318884
Ablim2,2.891241977,2.81056431,2.58387984,3.164668076,2.928745582,3.083299299,3.508255673,3.057609228,3.137589095,3.515803639,3.518580698,3.506088943
Sorcs2,10.36972987,10.37021397,10.30496805,10.91528279,10.84916637,10.86955031,11.21241349,11.24989545,11.26483902,11.98227364,11.99995177,11.9669077
Ccdc96,9.617102747,9.759160071,9.669107857,9.257339126,9.252685001,9.327935762,7.813422624,7.694510577,7.6750087,6.216769884,5.926428774,6.17536392
Ppp2r2c,7.573850512,7.756266507,7.720089075,6.458794329,6.484690243,6.516988097,6.932839441,7.053389092,6.998598196,5.540561683,5.646494015,5.42281964
Msx1,6.116168322,6.247477779,6.38741194,7.020341639,6.919822969,6.841867553,6.939513253,6.937638983,6.992132042,7.685922761,7.832723783,8.021330783
Nkx3-2,4.369476179,4.714183518,4.574763651,4.574016388,4.886825117,4.848237585,4.736876306,5.220419198,5.020366274,5.540112642,5.739881706,5.725093583
C1qtnf7,5.046570429,4.822294813,5.04501177,6.60828992,6.769831868,6.849943783,7.029485692,6.725766041,6.887473585,6.348215734,6.71616191,6.457494745
Gm15866,2.797941844,2.675664478,3.235710532,3.209408376,3.021080893,3.071494391,3.378059772,3.436169723,3.232353928,3.802883182,3.957225327,3.540607394
Ldb2,8.227950645,8.252565739,8.012974828,9.590857535,9.576746444,9.54464405,9.571215195,9.644273593,9.617699093,9.537387706,9.598136582,9.403326989
5730480H06Rik,5.041810454,5.028760235,5.180233841,4.33766836,4.453308565,4.290349738,4.134843449,4.113176786,4.448987608,3.739100182,3.962137179,3.723057762
Lgi2,5.986049806,6.075468823,6.0790574,7.816084396,7.834200892,7.804342079,8.007621738,7.805807378,8.023190938,7.62200568,7.451440416,7.487551727
Gm21011,2.821104328,2.747351892,2.458295076,3.100103083,2.520239228,3.02255217,2.743191114,2.252558979,2.87157202,2.189817326,2.174048222,2.151627804
LOC118568732,4.085905242,4.092107895,3.864414667,3.317571729,3.129544956,3.380711183,3.247268775,3.58412896,3.431935674,3.211185699,2.959434371,2.974639599
Spata18,5.834897635,5.570544062,5.900413469,7.570884513,7.455983042,7.592522963,4.895453216,5.326254506,4.944548557,4.063672352,4.01279026,3.938763539
Pdgfra,9.835825318,9.834658495,9.822130715,11.23396453,11.26824144,11.30732733,11.48387369,11.43167688,11.4433442,11.31515399,11.20489117,11.17593463
Gm33938,4.699185976,4.436167082,4.678498597,5.164276199,4.770964461,5.190576662,5.36440706,5.134563912,5.220233666,5.970691221,5.968146293,5.755060911
Cep135,10.55275398,10.55749208,10.4722163,10.15296978,10.05841429,10.15450227,9.59481817,9.492815752,9.520953874,8.795745992,8.753719798,8.861621532
Cracd,11.49902141,11.52795593,11.49270926,11.07306303,11.03782071,11.02261189,10.8419679,10.78571662,10.81949574,9.567864156,9.478129167,9.391661129
LOC118568736,5.028845507,4.932577564,5.112949327,4.448648785,3.988528599,4.283290629,3.559951757,3.791763279,3.765977409,3.508867936,3.764218392,3.454733955
Thegl,2.116259384,2.166550484,2.158135823,2.178539887,2.157727121,2.098767943,1.639155972,1.641600168,1.99056934,1.655977304,1.64537979,1.63039798
Spink2,6.626688848,6.691055978,6.539669265,5.381947506,5.447429266,5.2826977,5.26825238,4.978880058,4.914480295,4.389390022,4.604820799,4.125448498
Adgrl3,8.920843899,8.947579503,8.890518028,9.531935185,9.511719652,9.60491225,9.8418247,9.853529147,9.818927185,10.42143824,10.33973291,10.25402474
Epha5,8.378273931,8.338509765,8.354427444,8.566074149,8.581606238,8.585827384,8.098268666,8.289759967,8.185278153,6.529078229,6.409494746,6.185698742
Tmprss11d,1.595602627,0.96351011,1.415197221,1.048228757,0.961012403,0.874976777,0.9624678,0.878164261,1.242622006,0.887267966,0.880557668,0.871071691
Adamts3,6.869839896,6.750452916,6.625214049,7.945698551,8.045542426,7.996555965,7.932589464,7.730106417,7.898511558,8.884480756,8.884412864,8.815187736
Cxcl5,8.458899627,8.499600995,8.541994605,9.279911295,9.48736639,9.367440516,9.158351012,9.383416928,9.19349269,9.842902331,9.888120837,10.01870039
Ppbp,5.260302435,5.130426186,5.296140738,5.449168994,5.637441851,5.824414261,5.281125214,5.707508366,5.806583302,7.008483839,7.01750619,6.940541962
Cxcl15,8.430094923,8.507881278,8.557597469,7.837987885,8.216087743,8.037244549,7.950044346,8.238779342,8.032351888,10.13051151,10.12030397,10.12743498
Cxcl1,6.442673871,6.584416927,6.67009009,7.090097836,6.975952879,7.077323566,7.059833236,7.193885292,7.178084849,8.08132465,7.960940187,8.059572912
Odaph,4.665131578,4.235028294,4.262856625,3.5247606,3.351038652,3.391240613,2.993566676,3.319434053,3.240489078,2.98080084,2.769031205,2.810765729
Fam47e,1.472621929,1.572041147,1.459994869,1.07186259,1.214778444,1.27710863,0.983123644,0.984729067,0.98209307,0.994181459,0.987212611,0.977375729
Ccdc158,7.123214173,7.299450248,7.222998804,6.747628191,6.493034151,6.82904907,5.765514918,5.526887561,5.750082663,5.604147558,5.437607337,5.643338513
Cfap299,6.978176319,7.07745203,6.917530365,6.852866461,6.864791844,7.023795463,5.053207998,4.903275046,5.129257935,4.797242631,4.770652979,4.850560658
Bmp3,5.240939819,5.231482861,5.39218542,7.064548701,6.92655108,6.945088307,6.92048056,6.744911643,6.875497178,6.800153217,6.827135688,6.663821196
4930524J08Rik,6.285549848,6.279136253,5.879872167,4.855001034,4.759119694,4.745769391,4.464271246,4.81912953,5.143366418,4.456123913,4.511011374,4.69092682
Cds1,10.2619558,10.35822034,10.27160674,10.12505062,10.11142757,10.14038978,8.86700972,8.924056904,8.878331789,7.428350173,7.249983446,7.487635556
Mapk10,4.147496749,3.972902537,4.221313193,4.341629063,4.330323893,4.527656666,4.286113908,4.1582922,4.272592696,3.455440351,3.188437316,3.285771466
Ibsp,2.388056233,2.632065312,2.402812337,3.359067651,3.141971495,3.132157058,2.971143487,2.704138604,3.054394716,3.163831304,2.718474653,3.092001142
Spp1,13.43845706,13.35131543,13.29003936,14.3790975,14.46496513,14.45564348,14.54766096,14.50893663,14.49744828,14.71854186,14.67255529,14.72195758
Lrrc8b,10.87404659,10.97498708,10.90918329,10.31018611,10.33684317,10.24313454,10.05039749,10.06351439,9.99173477,9.479657953,9.36749616,9.3460201
Gm42144,1.76237756,2.063350681,2.007146488,1.809064304,1.597395135,1.662984353,1.797291602,1.60493289,1.596328134,1.457071935,1.448015181,1.435240333
D830014E11Rik,1.566152491,1.882625955,2.05304276,1.29963589,1.593451434,1.452360562,1.296985842,1.536257853,1.525522886,1.310612602,1.389973584,1.367354708
Barhl2,4.44496434,4.314636111,4.488303754,3.614178143,3.073214243,3.242858809,3.412865648,3.091000229,2.933240602,2.736834237,2.709206382,2.669218746
Gm33327,0.921702638,0.90192726,0.954385679,0.778246332,0.69723273,0.538303051,0.539502954,0.540636645,0.53877562,0.547327081,0.542391978,0.535450639
Dipk1a,9.014412247,8.966191015,8.99861714,8.201965141,8.12338913,8.043580999,8.027765004,7.935326516,8.073290253,7.689708293,7.456086808,7.674432784
Ccdc18,9.494425281,9.433345706,9.457938139,9.21736774,9.235103753,9.326254561,8.234502873,8.200254748,8.175023938,7.469363337,7.28393305,7.290956094
Cplx1,1.912068476,1.774851566,1.384281236,1.729525397,1.528541996,1.588937078,1.461153878,1.537737288,1.457900653,1.317225225,1.309031085,1.297483949
Galnt9,5.162038951,5.216520193,4.997355039,6.563608899,6.43722219,6.574299354,6.036220082,5.725039232,6.239090623,7.786177166,7.865525144,7.939407792
Wscd2,6.018062308,5.997578459,6.105703403,6.712791148,6.610249036,6.583980449,6.710284569,6.7380181,6.404232245,7.784656009,7.673292451,7.629917363
Tmem119,9.669220184,9.706324978,9.715047469,10.78553261,10.79717991,10.82051311,10.98414057,10.97196287,10.9703732,11.0823247,11.22335309,11.22196535
Ung,5.409897772,5.217686668,5.308256485,6.119013767,5.94344401,5.940896794,6.550204061,6.192427431,6.45826406,6.538978857,6.606894293,6.534547605
Foxn4,8.513993958,8.619686006,8.523548262,8.102768361,8.298331976,8.351436332,6.136715683,6.192300177,6.039892113,4.93923136,4.890800983,4.821682343
Gm34931,2.225093933,2.148720682,2.27650674,1.938767213,1.723123569,1.719688403,1.648672709,1.935695486,1.646071851,1.581925808,1.658979999,1.557073234
Oasl1,7.579748138,7.68399826,7.55699222,8.732776842,8.486360818,8.114583196,8.604357669,8.763501695,8.439384737,5.556534163,5.422596017,5.672148523
Gm13830,1.403926093,1.306058668,1.121991301,1.066073551,0.824808532,0.981212836,0.908987467,0.912149704,0.82452179,0.835142983,0.829016907,0.820384016
Ccdc60,4.453204481,4.340374999,4.583574196,4.560593387,4.756669557,4.842416682,3.141534136,3.37102361,3.777080332,3.201721717,3.077568146,3.031224386
Gm36841,6.021528669,5.780456507,6.005448249,4.634527194,4.802236167,4.864740966,4.669864019,5.052154026,4.561605291,4.174971233,4.356419974,4.289171141
Gm15728,6.113100132,5.842485508,6.198446075,5.632490138,5.451600891,5.621619138,4.357208099,4.576178386,4.7422892,4.012744432,4.487477041,4.294889917
Nos1,4.746448819,4.395734435,4.587917655,5.557689517,5.656738235,5.311892137,5.113030035,5.468118806,5.120804641,5.773923059,6.034168754,5.731947802
Hrk,5.721613882,6.021145179,5.726786848,5.232999028,4.959312683,5.209501992,5.180502384,4.9931014,5.145149188,3.765876896,3.801184014,3.667195133
Iqcd,7.998130472,8.05002764,8.108890447,7.702614682,7.674008621,7.654450207,6.333756271,6.217831672,6.452133886,5.789204155,6.158898842,5.967122398
Rasal1,1.606446692,1.75453418,1.512543903,1.452753345,1.512325641,1.687252639,1.697293175,1.521338983,1.442950857,1.30460664,1.29681422,1.285861848
Oas2,8.790056777,8.940296708,8.930096633,9.001956739,8.816954643,8.59006,9.739998164,9.714839725,9.485167956,6.934687686,6.839988196,6.751826621
Oas3,6.974875946,6.699725244,6.845577907,6.997240934,6.51103079,5.88298967,7.582753191,7.444600187,7.110125364,5.491121777,5.670015983,5.601905794
Oas1a,7.913191567,7.728043253,7.784838365,8.405813076,8.288666239,7.941458834,9.083272024,9.042820895,8.782558075,6.232129265,6.239713729,6.328093566
Fam216a,11.04927498,10.98310554,10.97880774,10.7416145,10.69573134,10.72575796,10.0975946,9.991644476,10.07398008,9.544824677,9.650085175,9.716342216
Morn3,8.678611666,8.758410601,8.688486836,7.499867256,7.192112334,7.490613052,5.602614293,5.694006305,5.540205724,4.774922166,4.830681797,4.79092809
Gm42023,5.041674719,4.490941128,4.55632643,3.668199326,4.232475909,4.075602056,3.547683872,3.122237275,3.430689129,2.997704421,2.966778897,3.076780529
Wdr66,8.418828899,8.409471379,8.42721791,8.119498959,8.185657225,8.165687499,6.963037424,7.1279962,6.937552525,6.048285159,6.096523755,6.13044656
Lrrc43,3.978041282,3.903027068,3.380248702,4.250101782,4.454938971,4.343171055,2.805808089,2.896932448,2.957176178,2.762154292,2.734199036,2.693739306
LOC115490137,1.963007246,2.154953,1.897604779,1.914697478,1.643431389,1.77345997,1.570271582,1.574098786,1.837731212,1.503597544,1.580017604,1.481018756
Tctn2,11.44644648,11.46647292,11.40336992,10.98127841,10.9818228,10.99243091,9.958532365,9.961634673,9.958365485,9.53625852,9.397320158,9.424484922
Rflna,3.903521041,3.917924286,3.555050681,4.723577915,4.918973021,4.570367307,4.785682126,4.830628574,4.792511869,4.620635343,4.592202226,4.931650874
Fzd10,4.751486585,4.458011835,4.941670188,4.250209308,4.182939045,3.873788955,4.12403777,4.420091869,4.35779691,3.389945052,3.736541496,3.431803416
Syna,7.118739685,7.187958038,7.199385184,6.856817355,6.769999588,6.765374491,6.014181692,5.965795931,5.743630653,5.0717507,5.595155296,5.459146869
Eln,14.48206922,14.51868225,14.49920483,14.51093156,14.53644101,14.57867108,14.80993579,14.80723528,14.80396669,15.94140742,16.07240699,16.03156827
Cldn3,3.05281067,2.892461375,2.75566027,3.572767581,3.24069976,3.619397339,3.579348607,3.532915661,3.19353387,2.561744516,2.541046268,2.511486213
Styxl1,5.774065175,5.764906824,5.511374771,5.681566438,5.744020089,5.47940686,4.623628747,4.884533158,4.643821189,4.323531479,4.400939745,4.212087139
Upk3b,4.275292371,4.287669975,4.046162223,5.740238044,5.576562667,5.729905565,5.822528141,5.464649359,5.714705124,5.940045361,6.021791073,6.099737634
Upk3bl,0.163626606,0.167464158,0.166818002,0.255140599,0.166786657,0.16622799,0.167181357,0.254224693,0.16660347,0.440776389,0.552726241,0.55902159
Lrwd1,11.23738547,11.2492314,11.20314479,10.76919103,10.71653717,10.78649835,9.917755839,9.951733097,10.00169723,9.671438318,9.709667937,9.714468629
Myl10,1.647287381,1.653845076,1.485530044,1.441304839,1.063090584,1.220939176,1.063839328,1.151690219,1.062742993,1.075597371,1.157021868,1.057723468
Ift22,11.21489131,11.22481807,11.19613849,10.90941774,10.83426666,10.87235522,10.15459812,10.12948375,10.22144903,9.484022395,9.493428572,9.556072885
LOC118568758,2.286681633,2.249464002,1.802466756,1.363704922,1.674386219,1.358046213,1.360548359,1.453435349,1.527600389,1.569839539,1.366547699,1.352072597
Irs3,2.040143961,2.214950296,2.134267272,2.426988757,2.347280111,2.206166069,2.21294333,2.594347413,2.574048521,3.003735679,2.8083118,2.756824837
LOC118568759,2.167604985,2.003302811,1.943322744,1.644407901,1.769667134,1.631743337,1.561985572,1.714071931,1.70324562,1.588191283,1.571677794,1.472953944
Dnaaf5,11.02158931,11.00450565,10.99959112,10.52436008,10.5374823,10.56299823,9.989879099,10.01325932,10.03907724,9.390561043,9.465523579,9.351177907
Ttyh3,10.85095901,10.86121595,10.88051906,11.36725992,11.39424424,11.3429806,11.77678919,11.77973987,11.77944937,12.16094215,12.2502937,12.19554793
Sdk1,10.3877705,10.4040052,10.44843727,9.459228275,9.475238838,9.425091021,9.602689008,9.64622443,9.552344832,8.932385694,8.967111334,8.928580203
Gm31127,5.177569512,5.07828411,5.23938654,5.575156979,5.333130861,5.756532567,4.490279227,4.152681183,4.443617394,4.084401167,4.023165661,3.882368093
Rasl11a,9.191113564,9.1810698,9.107539668,8.035229176,7.960972738,8.039469653,7.766806649,7.767125632,7.734830889,7.203012682,7.348251823,7.456211534
Medag,8.890077622,8.834431464,8.76994913,9.720473436,9.760162845,9.814969161,10.09408737,10.09235652,10.13667033,11.4206357,11.3243919,11.37334374
Gm20005,3.948316841,4.091968265,3.926595287,3.686386112,3.332192777,3.322843486,3.239877541,2.802215207,2.866099128,2.842563583,3.1003708,3.08667162
Rxfp2,2.785605769,2.972177478,2.750082899,2.86551825,2.701874251,2.949477875,2.360349175,2.217905416,2.483152524,2.154688228,2.139380354,2.117629159
1700019G24Rik,2.729311487,2.925947983,3.267482871,2.646759911,2.955157823,3.058692261,2.227459635,2.232900916,2.223959905,2.168624207,2.323738973,2.128401444
LOC118567416,3.519528421,3.719846969,3.439961252,3.247713443,3.038543619,3.427165636,2.630809595,2.481931059,2.385550242,2.421849187,2.401027696,2.371137525
A430035B10Rik,5.023121629,4.838127756,5.043362766,4.257716796,4.256385536,4.244164444,4.088734591,4.21684696,4.077308931,3.691827966,3.814410789,3.907658011
Foxp2,8.463271522,8.390460418,8.513990868,8.644198713,8.679389026,8.826333768,8.911628193,8.949211144,8.750098919,10.25365254,10.16663146,10.13215123
Tfec,5.952693684,5.799679201,5.938085672,4.953220438,4.674417531,4.849271585,4.796317806,4.543917174,5.019414949,3.967965548,4.198652469,4.146296501
Gm4876,2.697306818,2.763066509,2.93810488,2.172986,2.417242853,2.353161222,2.235272927,2.093718603,2.357182083,2.121728043,2.180448712,2.2084829
LOC118567327,3.741468862,4.171204825,4.176753363,3.642338481,3.716749136,3.560960522,2.963121315,2.736640911,2.885678896,2.770100323,3.299831507,3.052176732
Cav2,12.91492856,12.89767457,12.91095643,12.37001589,12.42719206,12.34552109,11.88221782,11.81223792,11.91591731,11.02226458,10.9319294,11.0287337
Met,10.41370113,10.46154661,10.41738649,9.188054432,9.294217103,9.216920273,9.678835797,9.606550888,9.730444626,9.142436184,9.035462527,8.988310578
Wnt2,4.364898986,4.601335882,4.589058966,5.687612192,5.550537873,5.904646224,5.681760725,5.803483576,5.636243651,5.797118104,5.920669986,5.77700908
Cftr,9.378059968,9.439866783,9.39644707,8.249297263,8.21032647,8.153041172,7.679785241,7.851651227,7.787844269,7.960019785,7.939753158,7.996455577
Wnt16,7.186539641,7.2227788,7.09178187,9.522690066,9.412333019,9.521897841,8.706656283,8.621577862,8.72135497,8.926031117,9.088994969,8.949525274
Cadps2,5.408791614,5.092056871,5.037658518,4.941710078,5.191293307,4.750999969,4.701446688,4.723780519,4.760654953,3.659266055,3.618031209,3.488550827
Iqub,10.55182577,10.49095447,10.44920104,9.609799033,9.62694678,9.703330936,7.810089366,7.647964566,7.599033215,6.045852483,6.070612258,5.981134331
Lmod2,4.759590742,4.93674909,4.846455682,3.519712931,3.384967066,3.319439629,3.277081297,3.015583526,2.996907073,2.797236228,2.765269489,2.718648759
Grm8,3.146848886,3.523009659,3.404336538,2.969265432,2.761466092,3.276616487,3.293855484,3.075869,3.867212499,2.661017859,2.63401459,2.518698953
Prrt4,7.25738236,7.225776055,7.245376182,6.529326136,6.151595678,6.239867126,5.233262062,5.449421197,5.388739737,4.807857464,5.081194191,4.716298272
Strip2,6.966199621,6.906952999,6.97189404,7.357820118,7.326501569,7.639089793,7.063686326,6.722136566,6.747762058,5.309846419,5.23758206,5.166060489
Smkr-ps,2.102148126,2.146804498,2.522524403,2.215450832,2.015816994,2.62467004,2.019498185,1.718075903,1.797246099,1.734322419,1.722354561,1.705361298
Ssmem1,3.7577949,3.9740739,3.812125301,3.174875792,3.326363182,2.926118422,2.742811468,2.822624946,2.584425332,2.538180132,2.605794679,2.709411425
Mest,12.50078046,12.49716315,12.4994914,13.25915677,13.26603916,13.25791311,13.45701469,13.50097328,13.48995111,14.2293138,14.24883118,14.24755464
Klf14,3.646422979,3.694729058,3.804599939,4.708640185,4.807492336,4.748937168,5.015391656,5.110456326,4.58810447,4.880402732,4.876873563,4.443340335
Gm13846,1.371016241,1.739503789,1.576227068,1.255306154,1.323667677,1.320631429,1.395650639,1.468365794,1.456189077,1.181362823,1.173998016,1.16363354
Lrguk,8.876734731,8.825847237,8.828358096,8.550612546,8.519350989,8.484664467,6.835541393,6.935375238,6.643791865,5.820850405,5.963897186,6.033470176
Fam180a,5.09660112,4.734234414,5.224157954,6.597738629,6.663242254,6.827321507,6.34215884,6.349463351,6.401382,6.538767047,6.719695069,6.743650406
